AÑO,DIA,MES,DIA_SEMANA_OCURRENCIA,LOCALIDAD,GRAVEDAD,CLASE,CANTIDAD
2007,1,1,1,BOSA,CON HERIDOS,ATROPELLO,1
2007,1,1,1,BOSA,SOLO DANOS,CHOQUE,2
2007,1,1,1,CANDELARIA,SOLO DANOS,CHOQUE,1
2007,1,1,1,CHAPINERO,CON HERIDOS,CHOQUE,1
2007,1,1,1,CHAPINERO,CON HERIDOS,VOLCAMIENTO,1
2007,1,1,1,CHAPINERO,SOLO DANOS,CHOQUE,2
2007,1,1,1,ENGATIVA,CON HERIDOS,CHOQUE,2
2007,1,1,1,ENGATIVA,CON HERIDOS,OTRO,2
2007,1,1,1,ENGATIVA,SOLO DANOS,CHOQUE,1
2007,1,1,1,FONTIBON,CON HERIDOS,ATROPELLO,1
2007,1,1,1,FONTIBON,CON HERIDOS,CHOQUE,1
2007,1,1,1,FONTIBON,SOLO DANOS,CHOQUE,2
2007,1,1,1,KENNEDY,CON HERIDOS,ATROPELLO,1
2007,1,1,1,KENNEDY,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,1,1,KENNEDY,CON HERIDOS,CHOQUE,2
2007,1,1,1,KENNEDY,CON HERIDOS,OTRO,1
2007,1,1,1,KENNEDY,SOLO DANOS,CHOQUE,5
2007,1,1,1,PUENTE ARANDA,CON HERIDOS,ATROPELLO,1
2007,1,1,1,PUENTE ARANDA,CON HERIDOS,CHOQUE,1
2007,1,1,1,PUENTE ARANDA,SOLO DANOS,CHOQUE,1
2007,1,1,1,RAFAEL URIBE URIBE,CON HERIDOS,ATROPELLO,1
2007,1,1,1,RAFAEL URIBE URIBE,CON HERIDOS,CHOQUE,1
2007,1,1,1,SAN CRISTOBAL,CON HERIDOS,ATROPELLO,1
2007,1,1,1,SAN CRISTOBAL,CON HERIDOS,CHOQUE,2
2007,1,1,1,SUBA,CON HERIDOS,ATROPELLO,2
2007,1,1,1,SUBA,CON HERIDOS,CHOQUE,2
2007,1,1,1,SUBA,CON HERIDOS,VOLCAMIENTO,2
2007,1,1,1,SUBA,SOLO DANOS,CHOQUE,1
2007,1,1,1,TEUSAQUILLO,CON HERIDOS,CHOQUE,1
2007,1,1,1,TEUSAQUILLO,CON HERIDOS,VOLCAMIENTO,1
2007,1,1,1,TUNJUELITO,CON HERIDOS,ATROPELLO,3
2007,1,1,1,TUNJUELITO,CON HERIDOS,CHOQUE,1
2007,1,1,1,USME,CON HERIDOS,ATROPELLO,1
2007,1,1,1,USME,SOLO DANOS,CHOQUE,1
2007,1,2,4,ANTONIO NARIÑO,SOLO DANOS,CHOQUE,1
2007,1,2,4,BARRIOS UNIDOS,CON HERIDOS,ATROPELLO,1
2007,1,2,4,BARRIOS UNIDOS,CON HERIDOS,CHOQUE,2
2007,1,2,4,BARRIOS UNIDOS,SOLO DANOS,CHOQUE,3
2007,1,2,4,BOSA,CON HERIDOS,OTRO,1
2007,1,2,4,BOSA,SOLO DANOS,CHOQUE,1
2007,1,2,4,CANDELARIA,CON HERIDOS,CHOQUE,2
2007,1,2,4,CHAPINERO,CON HERIDOS,CHOQUE,1
2007,1,2,4,CHAPINERO,CON HERIDOS,VOLCAMIENTO,1
2007,1,2,4,CIUDAD BOLIVAR,CON HERIDOS,ATROPELLO,1
2007,1,2,4,CIUDAD BOLIVAR,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,2,4,CIUDAD BOLIVAR,CON MUERTOS,ATROPELLO,1
2007,1,2,4,CIUDAD BOLIVAR,SOLO DANOS,CHOQUE,1
2007,1,2,4,ENGATIVA,CON HERIDOS,ATROPELLO,1
2007,1,2,4,ENGATIVA,CON HERIDOS,CAIDA DE OCUPANTE,2
2007,1,2,4,ENGATIVA,SOLO DANOS,CHOQUE,3
2007,1,2,4,FONTIBON,CON HERIDOS,CHOQUE,1
2007,1,2,4,FONTIBON,CON HERIDOS,OTRO,2
2007,1,2,4,FONTIBON,SOLO DANOS,CHOQUE,1
2007,1,2,4,KENNEDY,CON HERIDOS,ATROPELLO,2
2007,1,2,4,KENNEDY,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,2,4,KENNEDY,CON HERIDOS,CHOQUE,1
2007,1,2,4,KENNEDY,CON HERIDOS,OTRO,1
2007,1,2,4,KENNEDY,CON HERIDOS,VOLCAMIENTO,1
2007,1,2,4,LOS MARTIRES,CON HERIDOS,CHOQUE,1
2007,1,2,4,LOS MARTIRES,CON MUERTOS,ATROPELLO,1
2007,1,2,4,LOS MARTIRES,SOLO DANOS,CHOQUE,1
2007,1,2,4,PUENTE ARANDA,CON HERIDOS,ATROPELLO,1
2007,1,2,4,PUENTE ARANDA,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,2,4,PUENTE ARANDA,CON HERIDOS,CHOQUE,3
2007,1,2,4,PUENTE ARANDA,SOLO DANOS,CHOQUE,1
2007,1,2,4,RAFAEL URIBE URIBE,CON HERIDOS,ATROPELLO,1
2007,1,2,4,RAFAEL URIBE URIBE,SOLO DANOS,CHOQUE,2
2007,1,2,4,SANTA FE,CON HERIDOS,ATROPELLO,1
2007,1,2,4,SANTA FE,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,2,4,SANTA FE,CON HERIDOS,CHOQUE,1
2007,1,2,4,SANTA FE,CON MUERTOS,ATROPELLO,1
2007,1,2,4,SANTA FE,SOLO DANOS,CHOQUE,1
2007,1,2,4,SUBA,CON HERIDOS,ATROPELLO,1
2007,1,2,4,SUBA,CON HERIDOS,OTRO,1
2007,1,2,4,SUBA,SOLO DANOS,CHOQUE,2
2007,1,2,4,TEUSAQUILLO,CON HERIDOS,ATROPELLO,2
2007,1,2,4,TEUSAQUILLO,CON HERIDOS,OTRO,2
2007,1,2,4,TEUSAQUILLO,SOLO DANOS,CHOQUE,3
2007,1,2,4,TUNJUELITO,CON HERIDOS,CHOQUE,1
2007,1,2,4,USAQUEN,CON HERIDOS,ATROPELLO,1
2007,1,2,4,USAQUEN,CON HERIDOS,CHOQUE,1
2007,1,2,4,USAQUEN,CON HERIDOS,OTRO,1
2007,1,2,4,USAQUEN,SOLO DANOS,CHOQUE,3
2007,1,2,4,USME,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,3,4,ANTONIO NARIÑO,SOLO DANOS,CHOQUE,3
2007,1,3,4,BARRIOS UNIDOS,CON HERIDOS,ATROPELLO,2
2007,1,3,4,BARRIOS UNIDOS,SOLO DANOS,CHOQUE,7
2007,1,3,4,BOSA,CON HERIDOS,ATROPELLO,1
2007,1,3,4,BOSA,CON HERIDOS,CHOQUE,1
2007,1,3,4,CHAPINERO,CON HERIDOS,ATROPELLO,1
2007,1,3,4,CHAPINERO,CON HERIDOS,CHOQUE,1
2007,1,3,4,CHAPINERO,SOLO DANOS,CHOQUE,10
2007,1,3,4,CIUDAD BOLIVAR,CON HERIDOS,ATROPELLO,3
2007,1,3,4,CIUDAD BOLIVAR,SOLO DANOS,CHOQUE,1
2007,1,3,4,ENGATIVA,CON HERIDOS,ATROPELLO,2
2007,1,3,4,ENGATIVA,CON HERIDOS,CHOQUE,5
2007,1,3,4,ENGATIVA,SOLO DANOS,CHOQUE,4
2007,1,3,4,FONTIBON,CON HERIDOS,CHOQUE,1
2007,1,3,4,FONTIBON,CON HERIDOS,OTRO,1
2007,1,3,4,FONTIBON,SOLO DANOS,CHOQUE,4
2007,1,3,4,KENNEDY,CON HERIDOS,CHOQUE,1
2007,1,3,4,KENNEDY,CON HERIDOS,OTRO,1
2007,1,3,4,KENNEDY,CON HERIDOS,VOLCAMIENTO,1
2007,1,3,4,KENNEDY,CON MUERTOS,CHOQUE,1
2007,1,3,4,KENNEDY,SOLO DANOS,CHOQUE,4
2007,1,3,4,LOS MARTIRES,CON HERIDOS,ATROPELLO,2
2007,1,3,4,LOS MARTIRES,CON HERIDOS,CHOQUE,2
2007,1,3,4,LOS MARTIRES,SOLO DANOS,CHOQUE,1
2007,1,3,4,PUENTE ARANDA,CON HERIDOS,ATROPELLO,1
2007,1,3,4,PUENTE ARANDA,SOLO DANOS,CHOQUE,5
2007,1,3,4,RAFAEL URIBE URIBE,CON HERIDOS,ATROPELLO,1
2007,1,3,4,RAFAEL URIBE URIBE,CON HERIDOS,CHOQUE,3
2007,1,3,4,RAFAEL URIBE URIBE,SOLO DANOS,CHOQUE,1
2007,1,3,4,SAN CRISTOBAL,CON HERIDOS,ATROPELLO,3
2007,1,3,4,SAN CRISTOBAL,SOLO DANOS,CHOQUE,1
2007,1,3,4,SANTA FE,CON HERIDOS,ATROPELLO,4
2007,1,3,4,SANTA FE,CON HERIDOS,CHOQUE,1
2007,1,3,4,SANTA FE,CON HERIDOS,OTRO,2
2007,1,3,4,SANTA FE,CON HERIDOS,VOLCAMIENTO,1
2007,1,3,4,SANTA FE,SOLO DANOS,CHOQUE,2
2007,1,3,4,SUBA,CON HERIDOS,ATROPELLO,1
2007,1,3,4,SUBA,CON HERIDOS,CHOQUE,2
2007,1,3,4,SUBA,SOLO DANOS,CHOQUE,8
2007,1,3,4,TEUSAQUILLO,CON HERIDOS,ATROPELLO,1
2007,1,3,4,TEUSAQUILLO,SOLO DANOS,CHOQUE,7
2007,1,3,4,TUNJUELITO,CON HERIDOS,ATROPELLO,1
2007,1,3,4,TUNJUELITO,CON HERIDOS,CHOQUE,4
2007,1,3,4,TUNJUELITO,CON HERIDOS,OTRO,1
2007,1,3,4,TUNJUELITO,SOLO DANOS,CHOQUE,1
2007,1,3,4,USAQUEN,SOLO DANOS,CHOQUE,2
2007,1,3,4,USME,SOLO DANOS,CHOQUE,1
2007,1,4,7,ANTONIO NARIÑO,CON HERIDOS,CHOQUE,3
2007,1,4,7,ANTONIO NARIÑO,CON HERIDOS,OTRO,1
2007,1,4,7,ANTONIO NARIÑO,SOLO DANOS,CHOQUE,1
2007,1,4,7,BARRIOS UNIDOS,CON HERIDOS,CHOQUE,1
2007,1,4,7,BARRIOS UNIDOS,SOLO DANOS,CHOQUE,4
2007,1,4,7,BOSA,CON HERIDOS,ATROPELLO,1
2007,1,4,7,BOSA,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,4,7,BOSA,CON MUERTOS,ATROPELLO,1
2007,1,4,7,BOSA,SOLO DANOS,CHOQUE,4
2007,1,4,7,CANDELARIA,CON HERIDOS,ATROPELLO,1
2007,1,4,7,CHAPINERO,CON HERIDOS,CHOQUE,1
2007,1,4,7,CHAPINERO,CON MUERTOS,ATROPELLO,1
2007,1,4,7,CHAPINERO,SOLO DANOS,CHOQUE,1
2007,1,4,7,CIUDAD BOLIVAR,CON HERIDOS,ATROPELLO,3
2007,1,4,7,CIUDAD BOLIVAR,CON HERIDOS,VOLCAMIENTO,1
2007,1,4,7,CIUDAD BOLIVAR,SOLO DANOS,CHOQUE,5
2007,1,4,7,ENGATIVA,CON HERIDOS,ATROPELLO,2
2007,1,4,7,ENGATIVA,CON HERIDOS,CHOQUE,1
2007,1,4,7,ENGATIVA,CON HERIDOS,OTRO,1
2007,1,4,7,ENGATIVA,SOLO DANOS,CHOQUE,3
2007,1,4,7,FONTIBON,CON HERIDOS,CHOQUE,1
2007,1,4,7,FONTIBON,CON HERIDOS,VOLCAMIENTO,1
2007,1,4,7,FONTIBON,SOLO DANOS,CHOQUE,1
2007,1,4,7,KENNEDY,CON HERIDOS,ATROPELLO,3
2007,1,4,7,KENNEDY,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,4,7,KENNEDY,CON HERIDOS,CHOQUE,1
2007,1,4,7,KENNEDY,CON HERIDOS,OTRO,1
2007,1,4,7,KENNEDY,CON MUERTOS,ATROPELLO,1
2007,1,4,7,KENNEDY,SOLO DANOS,CHOQUE,1
2007,1,4,7,PUENTE ARANDA,CON HERIDOS,ATROPELLO,1
2007,1,4,7,PUENTE ARANDA,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,4,7,PUENTE ARANDA,CON HERIDOS,CHOQUE,1
2007,1,4,7,PUENTE ARANDA,SOLO DANOS,CHOQUE,3
2007,1,4,7,RAFAEL URIBE URIBE,CON HERIDOS,ATROPELLO,1
2007,1,4,7,RAFAEL URIBE URIBE,CON HERIDOS,OTRO,1
2007,1,4,7,RAFAEL URIBE URIBE,CON MUERTOS,ATROPELLO,1
2007,1,4,7,SAN CRISTOBAL,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,4,7,SAN CRISTOBAL,CON HERIDOS,OTRO,2
2007,1,4,7,SAN CRISTOBAL,CON MUERTOS,ATROPELLO,1
2007,1,4,7,SAN CRISTOBAL,SOLO DANOS,CHOQUE,1
2007,1,4,7,SUBA,CON HERIDOS,CHOQUE,2
2007,1,4,7,SUBA,SOLO DANOS,CHOQUE,4
2007,1,4,7,TUNJUELITO,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,4,7,TUNJUELITO,CON HERIDOS,VOLCAMIENTO,1
2007,1,4,7,TUNJUELITO,SOLO DANOS,CHOQUE,1
2007,1,4,7,USAQUEN,CON HERIDOS,OTRO,1
2007,1,4,7,USAQUEN,SOLO DANOS,CHOQUE,4
2007,1,5,2,BARRIOS UNIDOS,CON HERIDOS,CHOQUE,1
2007,1,5,2,BARRIOS UNIDOS,SOLO DANOS,CHOQUE,2
2007,1,5,2,BOSA,CON HERIDOS,ATROPELLO,1
2007,1,5,2,BOSA,CON MUERTOS,CHOQUE,1
2007,1,5,2,BOSA,SOLO DANOS,CHOQUE,2
2007,1,5,2,CANDELARIA,SOLO DANOS,CHOQUE,1
2007,1,5,2,CHAPINERO,CON HERIDOS,ATROPELLO,1
2007,1,5,2,CHAPINERO,SOLO DANOS,CHOQUE,1
2007,1,5,2,CIUDAD BOLIVAR,CON HERIDOS,OTRO,1
2007,1,5,2,ENGATIVA,CON HERIDOS,ATROPELLO,1
2007,1,5,2,ENGATIVA,CON HERIDOS,CHOQUE,1
2007,1,5,2,ENGATIVA,CON HERIDOS,VOLCAMIENTO,1
2007,1,5,2,ENGATIVA,SOLO DANOS,CHOQUE,3
2007,1,5,2,FONTIBON,CON HERIDOS,ATROPELLO,1
2007,1,5,2,FONTIBON,CON HERIDOS,CHOQUE,1
2007,1,5,2,FONTIBON,CON HERIDOS,OTRO,2
2007,1,5,2,FONTIBON,SOLO DANOS,CHOQUE,2
2007,1,5,2,KENNEDY,CON HERIDOS,ATROPELLO,2
2007,1,5,2,KENNEDY,CON HERIDOS,CHOQUE,1
2007,1,5,2,KENNEDY,CON HERIDOS,OTRO,1
2007,1,5,2,KENNEDY,SOLO DANOS,CHOQUE,4
2007,1,5,2,LOS MARTIRES,CON HERIDOS,ATROPELLO,2
2007,1,5,2,PUENTE ARANDA,CON HERIDOS,CHOQUE,2
2007,1,5,2,PUENTE ARANDA,CON HERIDOS,OTRO,1
2007,1,5,2,PUENTE ARANDA,SOLO DANOS,CHOQUE,3
2007,1,5,2,RAFAEL URIBE URIBE,CON HERIDOS,CHOQUE,2
2007,1,5,2,SAN CRISTOBAL,CON HERIDOS,ATROPELLO,2
2007,1,5,2,SAN CRISTOBAL,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,5,2,SAN CRISTOBAL,CON HERIDOS,CHOQUE,3
2007,1,5,2,SANTA FE,CON HERIDOS,ATROPELLO,1
2007,1,5,2,SANTA FE,CON HERIDOS,OTRO,1
2007,1,5,2,SUBA,CON HERIDOS,ATROPELLO,3
2007,1,5,2,SUBA,CON HERIDOS,CHOQUE,2
2007,1,5,2,SUBA,CON HERIDOS,VOLCAMIENTO,1
2007,1,5,2,SUBA,SOLO DANOS,CHOQUE,2
2007,1,5,2,TEUSAQUILLO,SOLO DANOS,CHOQUE,3
2007,1,5,2,TUNJUELITO,CON HERIDOS,ATROPELLO,1
2007,1,5,2,TUNJUELITO,CON HERIDOS,CHOQUE,1
2007,1,5,2,TUNJUELITO,CON HERIDOS,OTRO,1
2007,1,5,2,TUNJUELITO,SOLO DANOS,CHOQUE,1
2007,1,5,2,USAQUEN,CON HERIDOS,CHOQUE,1
2007,1,6,5,ANTONIO NARIÑO,CON HERIDOS,ATROPELLO,1
2007,1,6,5,BARRIOS UNIDOS,SOLO DANOS,CHOQUE,2
2007,1,6,5,BOSA,SOLO DANOS,CHOQUE,2
2007,1,6,5,CANDELARIA,CON HERIDOS,OTRO,1
2007,1,6,5,CANDELARIA,SOLO DANOS,CHOQUE,1
2007,1,6,5,CHAPINERO,CON HERIDOS,CHOQUE,2
2007,1,6,5,CHAPINERO,SOLO DANOS,CHOQUE,8
2007,1,6,5,CIUDAD BOLIVAR,CON HERIDOS,ATROPELLO,1
2007,1,6,5,CIUDAD BOLIVAR,CON HERIDOS,CHOQUE,1
2007,1,6,5,CIUDAD BOLIVAR,SOLO DANOS,CHOQUE,1
2007,1,6,5,ENGATIVA,CON HERIDOS,ATROPELLO,2
2007,1,6,5,ENGATIVA,CON HERIDOS,CHOQUE,2
2007,1,6,5,ENGATIVA,CON HERIDOS,OTRO,1
2007,1,6,5,ENGATIVA,CON MUERTOS,ATROPELLO,1
2007,1,6,5,ENGATIVA,SOLO DANOS,CHOQUE,6
2007,1,6,5,FONTIBON,CON HERIDOS,ATROPELLO,2
2007,1,6,5,FONTIBON,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,6,5,FONTIBON,SOLO DANOS,CHOQUE,3
2007,1,6,5,KENNEDY,CON HERIDOS,ATROPELLO,1
2007,1,6,5,KENNEDY,CON HERIDOS,CHOQUE,4
2007,1,6,5,KENNEDY,CON HERIDOS,OTRO,1
2007,1,6,5,KENNEDY,SOLO DANOS,CHOQUE,9
2007,1,6,5,LOS MARTIRES,CON HERIDOS,ATROPELLO,1
2007,1,6,5,LOS MARTIRES,CON HERIDOS,VOLCAMIENTO,1
2007,1,6,5,LOS MARTIRES,SOLO DANOS,CHOQUE,4
2007,1,6,5,PUENTE ARANDA,SOLO DANOS,CHOQUE,11
2007,1,6,5,RAFAEL URIBE URIBE,CON HERIDOS,OTRO,1
2007,1,6,5,RAFAEL URIBE URIBE,CON MUERTOS,CHOQUE,1
2007,1,6,5,RAFAEL URIBE URIBE,SOLO DANOS,CHOQUE,1
2007,1,6,5,SAN CRISTOBAL,CON HERIDOS,ATROPELLO,2
2007,1,6,5,SAN CRISTOBAL,CON HERIDOS,CHOQUE,2
2007,1,6,5,SAN CRISTOBAL,CON MUERTOS,ATROPELLO,1
2007,1,6,5,SAN CRISTOBAL,SOLO DANOS,CHOQUE,1
2007,1,6,5,SANTA FE,CON HERIDOS,ATROPELLO,1
2007,1,6,5,SANTA FE,CON HERIDOS,CHOQUE,1
2007,1,6,5,SANTA FE,CON HERIDOS,OTRO,1
2007,1,6,5,SANTA FE,SOLO DANOS,CHOQUE,4
2007,1,6,5,SUBA,CON HERIDOS,ATROPELLO,1
2007,1,6,5,SUBA,CON HERIDOS,CHOQUE,2
2007,1,6,5,SUBA,SOLO DANOS,CHOQUE,5
2007,1,6,5,TEUSAQUILLO,CON HERIDOS,OTRO,1
2007,1,6,5,TEUSAQUILLO,SOLO DANOS,CHOQUE,2
2007,1,6,5,TUNJUELITO,CON HERIDOS,VOLCAMIENTO,1
2007,1,6,5,TUNJUELITO,CON MUERTOS,CHOQUE,1
2007,1,6,5,USAQUEN,CON HERIDOS,ATROPELLO,1
2007,1,6,5,USAQUEN,CON HERIDOS,CHOQUE,4
2007,1,6,5,USAQUEN,SOLO DANOS,CHOQUE,6
2007,1,7,7,ANTONIO NARIÑO,CON HERIDOS,CHOQUE,1
2007,1,7,7,ANTONIO NARIÑO,SOLO DANOS,CHOQUE,3
2007,1,7,7,BARRIOS UNIDOS,CON HERIDOS,CHOQUE,2
2007,1,7,7,BARRIOS UNIDOS,CON HERIDOS,OTRO,1
2007,1,7,7,BARRIOS UNIDOS,SOLO DANOS,CHOQUE,1
2007,1,7,7,BOSA,CON HERIDOS,ATROPELLO,1
2007,1,7,7,BOSA,CON HERIDOS,VOLCAMIENTO,1
2007,1,7,7,BOSA,CON MUERTOS,CHOQUE,1
2007,1,7,7,BOSA,SOLO DANOS,CHOQUE,1
2007,1,7,7,CANDELARIA,SOLO DANOS,CHOQUE,1
2007,1,7,7,CHAPINERO,CON HERIDOS,CHOQUE,1
2007,1,7,7,CHAPINERO,CON MUERTOS,CHOQUE,1
2007,1,7,7,CHAPINERO,SOLO DANOS,CHOQUE,2
2007,1,7,7,CIUDAD BOLIVAR,CON HERIDOS,ATROPELLO,1
2007,1,7,7,CIUDAD BOLIVAR,SOLO DANOS,CHOQUE,4
2007,1,7,7,ENGATIVA,CON HERIDOS,ATROPELLO,1
2007,1,7,7,ENGATIVA,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,7,7,ENGATIVA,CON HERIDOS,CHOQUE,3
2007,1,7,7,ENGATIVA,CON HERIDOS,OTRO,1
2007,1,7,7,ENGATIVA,CON MUERTOS,CAIDA DE OCUPANTE,1
2007,1,7,7,ENGATIVA,SOLO DANOS,CHOQUE,6
2007,1,7,7,FONTIBON,SOLO DANOS,CHOQUE,1
2007,1,7,7,KENNEDY,CON HERIDOS,OTRO,1
2007,1,7,7,KENNEDY,SOLO DANOS,CHOQUE,6
2007,1,7,7,LOS MARTIRES,CON HERIDOS,CHOQUE,2
2007,1,7,7,LOS MARTIRES,SOLO DANOS,CHOQUE,1
2007,1,7,7,PUENTE ARANDA,CON HERIDOS,ATROPELLO,1
2007,1,7,7,PUENTE ARANDA,CON HERIDOS,CHOQUE,1
2007,1,7,7,PUENTE ARANDA,SOLO DANOS,CHOQUE,3
2007,1,7,7,RAFAEL URIBE URIBE,CON HERIDOS,ATROPELLO,1
2007,1,7,7,RAFAEL URIBE URIBE,SOLO DANOS,CHOQUE,3
2007,1,7,7,SAN CRISTOBAL,CON HERIDOS,ATROPELLO,1
2007,1,7,7,SANTA FE,CON HERIDOS,ATROPELLO,1
2007,1,7,7,SANTA FE,CON HERIDOS,OTRO,1
2007,1,7,7,SUBA,CON HERIDOS,ATROPELLO,1
2007,1,7,7,SUBA,SOLO DANOS,CHOQUE,2
2007,1,7,7,TEUSAQUILLO,CON HERIDOS,CHOQUE,1
2007,1,7,7,TEUSAQUILLO,CON HERIDOS,OTRO,1
2007,1,7,7,TEUSAQUILLO,SOLO DANOS,CHOQUE,1
2007,1,7,7,TUNJUELITO,CON HERIDOS,ATROPELLO,1
2007,1,7,7,TUNJUELITO,SOLO DANOS,CHOQUE,2
2007,1,7,7,USAQUEN,SOLO DANOS,CHOQUE,2
2007,1,7,7,USME,CON HERIDOS,ATROPELLO,1
2007,1,7,7,USME,SOLO DANOS,CHOQUE,1
2007,1,8,3,ANTONIO NARIÑO,CON HERIDOS,CHOQUE,1
2007,1,8,3,BARRIOS UNIDOS,CON HERIDOS,CHOQUE,1
2007,1,8,3,BARRIOS UNIDOS,CON HERIDOS,VOLCAMIENTO,1
2007,1,8,3,BARRIOS UNIDOS,SOLO DANOS,CHOQUE,4
2007,1,8,3,BOSA,SOLO DANOS,CHOQUE,2
2007,1,8,3,CANDELARIA,CON HERIDOS,ATROPELLO,1
2007,1,8,3,CANDELARIA,SOLO DANOS,CHOQUE,1
2007,1,8,3,CHAPINERO,CON HERIDOS,ATROPELLO,1
2007,1,8,3,CHAPINERO,CON HERIDOS,CHOQUE,1
2007,1,8,3,CHAPINERO,SOLO DANOS,CHOQUE,4
2007,1,8,3,CIUDAD BOLIVAR,CON HERIDOS,ATROPELLO,1
2007,1,8,3,CIUDAD BOLIVAR,CON HERIDOS,OTRO,1
2007,1,8,3,CIUDAD BOLIVAR,CON MUERTOS,ATROPELLO,1
2007,1,8,3,ENGATIVA,CON HERIDOS,ATROPELLO,3
2007,1,8,3,ENGATIVA,CON HERIDOS,OTRO,1
2007,1,8,3,ENGATIVA,SOLO DANOS,CHOQUE,3
2007,1,8,3,FONTIBON,CON HERIDOS,ATROPELLO,1
2007,1,8,3,FONTIBON,CON HERIDOS,CHOQUE,2
2007,1,8,3,KENNEDY,CON HERIDOS,ATROPELLO,1
2007,1,8,3,KENNEDY,CON HERIDOS,CHOQUE,3
2007,1,8,3,KENNEDY,CON HERIDOS,OTRO,1
2007,1,8,3,KENNEDY,SOLO DANOS,CHOQUE,5
2007,1,8,3,LOS MARTIRES,CON HERIDOS,CHOQUE,1
2007,1,8,3,LOS MARTIRES,SOLO DANOS,CHOQUE,3
2007,1,8,3,PUENTE ARANDA,CON HERIDOS,ATROPELLO,1
2007,1,8,3,PUENTE ARANDA,CON HERIDOS,CHOQUE,2
2007,1,8,3,PUENTE ARANDA,SOLO DANOS,CHOQUE,3
2007,1,8,3,RAFAEL URIBE URIBE,CON HERIDOS,ATROPELLO,1
2007,1,8,3,RAFAEL URIBE URIBE,CON HERIDOS,CHOQUE,1
2007,1,8,3,RAFAEL URIBE URIBE,SOLO DANOS,CHOQUE,2
2007,1,8,3,SAN CRISTOBAL,CON HERIDOS,ATROPELLO,2
2007,1,8,3,SAN CRISTOBAL,CON HERIDOS,CHOQUE,1
2007,1,8,3,SAN CRISTOBAL,SOLO DANOS,CHOQUE,1
2007,1,8,3,SANTA FE,CON HERIDOS,CHOQUE,1
2007,1,8,3,SANTA FE,SOLO DANOS,CHOQUE,1
2007,1,8,3,SUBA,CON HERIDOS,ATROPELLO,1
2007,1,8,3,SUBA,CON HERIDOS,OTRO,1
2007,1,8,3,SUBA,SOLO DANOS,CHOQUE,4
2007,1,8,3,TEUSAQUILLO,CON HERIDOS,ATROPELLO,1
2007,1,8,3,TEUSAQUILLO,CON HERIDOS,CHOQUE,3
2007,1,8,3,TEUSAQUILLO,CON HERIDOS,VOLCAMIENTO,1
2007,1,8,3,TEUSAQUILLO,CON MUERTOS,ATROPELLO,1
2007,1,8,3,TEUSAQUILLO,SOLO DANOS,CHOQUE,5
2007,1,8,3,TEUSAQUILLO,SOLO DANOS,OTRO,1
2007,1,8,3,TUNJUELITO,CON HERIDOS,CAIDA DE OCUPANTE,1
2007,1,8,3,USAQUEN,CON HERIDOS,CHOQUE,1
2007,1,8,3,USAQUEN,CON MUERTOS,ATROPELLO,1
2007,1,8,3,USAQUEN,SOLO DANOS,CHOQUE,7
2007,1,8,3,USME,SOLO DANOS,CHOQUE,1
2007,1,9,6,ANTONIO NARIÑO,CON HERIDOS,CHOQUE,2
2007,1,9,6,ANTONIO NARIÑO,SOLO DANOS,CHOQUE,2
2007,1,9,6,BARRIOS UNIDOS,SOLO DANOS,CHOQUE,2
2007,1,9,6,BOSA,CON HERIDOS,CHOQUE,1
2007,1,9,6,BOSA,CON HERIDOS,VOLCAMIENTO,1
2007,1,9,6,BOSA,SOLO DANOS,CHOQUE,1
2007,1,9,6,CANDELARIA,CON HERIDOS,OTRO,1
2007,1,9,6,CANDELARIA,SOLO DANOS,CHOQUE,1
2007,1,9,6,CHAPINERO,CON HERIDOS,ATROPELLO,1
2007,1,9,6,CHAPINERO,CON HERIDOS,CHOQUE,2
2007,1,9,6,CHAPINERO,SOLO DANOS,CHOQUE,7
2007,1,9,6,CIUDAD BOLIVAR,SOLO DANOS,CHOQUE,1
2007,1,9,6,ENGATIVA,CON HERIDOS,ATROPELLO,1
2007,1,9,6,ENGATIVA,CON HERIDOS,CHOQUE,2
2007,1,9,6,ENGATIVA,CON HERIDOS,VOLCAMIENTO,1
2007,1,9,6,ENGATIVA,SOLO DANOS,CHOQUE,5
2007,1,9,6,FONTIBON,CON HERIDOS,ATROPELLO,1
2007,1,9,6,FONTIBON,CON HERIDOS,CHOQUE,1
2007,1,9,6,FONTIBON,CON HERIDOS,VOLCAMIENTO,1
2007,1,9,6,FONTIBON,CON MUERTOS,CHOQUE,1
2007,1,9,6,FONTIBON,SOLO DANOS,CHOQUE,7
2007,1,9,6,KENNEDY,CON HERIDOS,ATROPELLO,1
